-2.18e-06-1.9098e-06i,5.1213e-06-6.3675e-06i,5.7063e-06-1.333e-06i,-7.5593e-06-4.8242e-06i,-5.4058e-06-1.2419e-06i,3.1677e-06+1.6836e-06i,1.4333e-06-3.4499e-06i,3.5616e-06+4.0058e-06i,6.2671e-06+4.383e-06i,2.5246e-07-3.2886e-06i,2.1008e-06-8.6411e-06i,-1.9315e-06+1.8413e-09i,-6.5852e-07-4.7864e-06i,2.9962e-06-1.6724e-07i,4.8568e-06+3.7137e-06i,1.09e-06-4.906e-06i,1.0621e-06-5.0026e-06i,-1.1679e-06+6.5285e-06i,4.3434e-06+5.8106e-06i,-9.2285e-06-1.1569e-06i,-2.0972e-06-4.2186e-06i,8.0638e-06+4.4533e-07i,1.6455e-06-2.5023e-06i,-4.1193e-06-1.7434e-07i,-2.26e-06-1.113e-06i,-3.6559e-06-2.866e-06i,7.7047e-07-6.4132e-07i,7.9473e-06+2.3292e-06i,5.0181e-06-5.109e-07i,-6.6461e-06-2.9853e-08i,6.3432e-06+3.6429e-06i,1.1307e-06+4.3554e-06i,2.9054e-06+3.106e-06i,1.5186e-07+4.863e-06i,5.1003e-06+1.2226e-06i,-3.1131e-06-1.8775e-06i,-3.2029e-06-8.4537e-06i,-6.6559e-06-2.9726e-06i,-9.9649e-07-4.9363e-06i,5.6144e-06-1.1766e-06i,8.7088e-07-9.4109e-06i,3.5449e-06-4.1775e-06i,1.5708e-06+5.2974e-06i,-2.2711e-06+1.6157e-06i,7.4921e-06+4.6893e-06i,2.4841e-06-4.5592e-06i,-3.2007e-06-5.7231e-06i,-4.6143e-07+6.8217e-07i,7.7188e-07+3.3108e-06i,3.2087e-06+3.0475e-06i,1.6081e-07-2.8824e-06i,6.29e-06+2.5651e-06i,-7.2958e-07+2.0108e-06i,-4.8336e-06+2.8569e-06i,6.7892e-09-7.6972e-06i,2.7053e-06+1.4471e-06i,5.2597e-06+3.3248e-06i,6.8938e-06+9.6331e-06i,6.5701e-06-2.024e-06i,4.1884e-06+6.5594e-06i,-5.0229e-06+7.0014e-07i,-1.3422e-06+1.8552e-06i,-1.5708e-06+8.09e-07i,8.8192e-06+9.9307e-07i,2.3885e-06-3.0992e-06i,-1.4558e-06-9.6286e-07i,-2.377e-06-1.3487e-06i,5.7879e-06+4.6654e-06i,2.3469e-06-3.3338e-06i,7.3333e-07-8.0736e-06i,5.7103e-06+1.7505e-06i,-4.3096e-06-1.2986e-08i,3.3633e-06+5.5063e-06i,1.5826e-06+2.8581e-06i,3.5121e-07-4.0794e-06i,2.6988e-06-2.9769e-06i,9.1286e-07+9.2738e-07i,7.8844e-07+2.7636e-07i,-6.7102e-06-2.8241e-07i,-3.3972e-06-3.7648e-06i,-2.1373e-07+6.3587e-06i,-4.8661e-06+2.6153e-06i,-1.3694e-06-1.2289e-06i,4.2162e-06-4.2814e-06i,1.5153e-06-2.7847e-06i,3.4464e-06-3.9156e-07i,1.4008e-06+1.9629e-06i,5.2618e-06+2.7378e-06i,2.7081e-06+5.7841e-06i,-2.348e-06+1.7675e-06i,3.9236e-06-2.6417e-07i,9.2324e-07+1.0529e-06i,-1.9702e-06-1.8606e-06i,4.0805e-06-1.7284e-06i,5.3358e-07-5.3637e-06i,-6.0361e-08-7.3238e-07i,8.5301e-07-5.2892e-06i,2.0325e-06+6.3573e-06i,-6.3709e-07+3.48e-06i,-4.2919e-06-3.3857e-06i,7.4444e-06-1.8087e-07i,-1.0605e-05+4.0805e-08i,-5.1036e-07-5.6342e-06i,-4.423e-06-2.1281e-06i,1.7502e-06-6.2032e-06i,-5.3338e-06-2.7894e-07i,-3.5899e-07-2.2503e-06i,-2.4718e-06+1.913e-06i,1.4828e-06+3.2719e-06i,-3.7369e-06+8.8755e-06i,2.6304e-06-1.2032e-06i,9.8086e-07+2.8319e-06i,-4.8177e-06+1.1704e-06i,1.1582e-06+4.5852e-06i,6.1653e-06+3.6891e-06i,8.2978e-07+7.3693e-07i,6.5807e-07-1.9967e-07i,-6.8331e-06-4.9417e-07i,-5.5465e-06-4.4975e-06i,2.4366e-06+2.6824e-07i,8.8935e-06+5.0881e-06i,8.2174e-07-3.5166e-06i,-3.3693e-06-3.0637e-06i,-1.0955e-05-5.0803e-06i,-9.5317e-06+7.2902e-07i,-2.7718e-06+3.5825e-06i,-6.5694e-06-1.431e-06i,-5.7708e-06+4.1946e-07i,-1.6937e-06+4.5371e-07i,-4.1622e-06-2.6446e-06i,1.1885e-06-1.058e-05i,1.0755e-06-3.6528e-06i,-1.0955e-06+3.1348e-06i,3.0452e-06+3.0264e-06i,1.5439e-06+5.8947e-07i,-6.2768e-06-8.4479e-07i,6.4532e-06-6.6886e-06i,3.6299e-06-9.2792e-07i,5.9746e-07-1.4479e-06i,1.0813e-06+1.0942e-05i,-4.9552e-06+1.9573e-06i,-4.0837e-06-4.7583e-06i,3.1407e-06-1.5036e-06i,5.2133e-06+1.0632e-05i,4.2254e-07+6.2291e-06i,2.1151e-06-5.1817e-07i,-1.6687e-06-4.1162e-06i,1.8756e-06-2.83e-06i,-5.4287e-06+2.1216e-06i,-1.3686e-06+1.4508e-06i,-7.567e-06-6.895e-07i,-1.9541e-06+5.6468e-06i,1.7603e-06+1.737e-06i,-1.7051e-06+8.921e-06i,-2.7136e-06+5.6898e-06i,-1.4467e-06+1.5282e-06i,-9.5243e-06-6.2795e-06i,-6.721e-06-5.532e-06i,6.4788e-07+3.5518e-07i,4.644e-06-1.3019e-06i,-7.8772e-07-5.4615e-07i,-6.5922e-06-4.8974e-06i,-2.5807e-06-1.5292e-06i,9.1287e-06+1.8739e-07i,4.4577e-06+4.6743e-06i,9.4627e-08-5.1932e-06i,-1.4749e-06+2.6222e-07i,8.5816e-07-4.9789e-07i,2.1267e-06-3.9451e-06i,3.5958e-07+2.6436e-06i,2.1258e-06+5.3808e-07i,1.3218e-06+7.1569e-08i,-3.329e-06+6.0328e-06i,-2.683e-06+2.7225e-06i,-1.5246e-06-1.1667e-07i,8.4457e-06+3.4109e-06i,5.2104e-06-1.5894e-07i,2.8025e-08-3.4578e-06i,-1.669e-06+2.3821e-06i,1.9895e-06-2.3391e-06i,6.1359e-06-7.9371e-06i,-3.0295e-06-3.2165e-06i,3.2927e-06-2.9215e-06i,-1.5654e-06+1.6681e-06i,-1.365e-06+7.8925e-06i,6.3853e-06+2.9733e-06i,-1.5938e-06-1.5208e-06i,-3.1712e-06+2.5868e-06i,-6.2589e-07+5.5108e-06i,1.1226e-06+3.3249e-06i,2.1727e-06+7.0732e-06i,-3.939e-06+6.9463e-06i
3.9267e-07-8.4375e-07i,5.5087e-06+6.3165e-06i,1.2868e-05+4.3874e-06i,-8.2938e-07-1.6737e-06i,-8.0892e-06-1.3358e-05i,-1.6943e-06-1.3113e-06i,1.4504e-06+1.2644e-05i,-1.7373e-06+1.2179e-05i,3.6161e-06+1.6158e-05i,5.5626e-06+1.2985e-05i,1.1741e-05-6.9476e-07i,3.2303e-06+5.7789e-06i,-5.4825e-06-4.2645e-06i,8.8e-06+4.0131e-07i,6.9068e-07+8.1073e-06i,-4.3641e-06-1.1434e-06i,-5.5904e-06-9.91e-06i,-3.304e-06-3.4802e-06i,9.83e-06-2.2356e-07i,3.0729e-06-7.5496e-06i,-1.2251e-05-5.8458e-06i,-7.326e-08-4.877e-06i,8.5724e-06-7.0606e-06i,2.0963e-06-6.8984e-06i,5.5557e-06-3.343e-06i,4.2237e-06-4.6993e-06i,1.6922e-05-3.5376e-06i,1.8758e-05+7.8027e-06i,7.9028e-06+1.467e-06i,2.6851e-06+5.418e-06i,-7.7863e-06+6.3092e-06i,-3.8722e-06+2.0205e-06i,-1.4018e-06+7.1713e-06i,1.1399e-06-1.3853e-06i,4.8206e-06-5.2054e-07i,-5.8216e-07+8.7754e-06i,-7.1994e-06-1.3323e-05i,-2.2564e-06-4.8098e-06i,-3.6684e-06-1.1558e-06i,3.2272e-06+7.1935e-07i,2.0102e-06-4.0781e-06i,-1.1088e-06+2.5385e-07i,-6.322e-06+9.3641e-06i,2.4597e-06-4.0834e-06i,-2.1246e-06+2.4477e-06i,-1.6118e-06+4.5053e-06i,-3.5155e-06-1.0997e-06i,1.0322e-06+3.9289e-06i,-3.7973e-06-3.5349e-06i,-3.1727e-06-6.6231e-07i,1.9538e-06+7.4292e-07i,3.7232e-06-9.0272e-06i,3.6863e-06+1.4879e-06i,1.75e-06+5.5725e-06i,-4.1395e-06-5.9712e-06i,7.3537e-07+6.4582e-06i,1.6318e-06+1.0143e-05i,1.8349e-06+9.8637e-06i,1.2403e-05-3.8849e-07i,2.0506e-05-1.0478e-06i,8.9475e-06-2.1223e-06i,-1.26e-06-1.0334e-05i,-3.133e-06-6.5633e-06i,4.8362e-07+4.1974e-06i,-1.208e-06-4.3821e-06i,5.1146e-06-6.1972e-06i,-3.4911e-06+2.0846e-06i,3.0723e-06+3.5994e-06i,1.0704e-05-8.0041e-06i,8.7575e-06-1.3801e-05i,6.6061e-06-7.5271e-06i,7.6395e-06-1.0841e-05i,1.039e-05-9.87e-06i,6.7366e-06-2.6486e-06i,8.6654e-06-4.8053e-06i,2.403e-07+2.6176e-06i,6.4142e-06+3.451e-06i,1.7618e-06+4.6729e-06i,-5.5288e-06+2.2419e-06i,6.8492e-07-5.5525e-06i,6.1872e-06-3.7804e-06i,2.3463e-06+3.1302e-07i,-6.8207e-06-4.4608e-06i,-1.2481e-06-1.0459e-05i,3.7488e-06-3.2211e-06i,1.1196e-05-5.6019e-06i,2.0007e-06+2.0214e-07i,3.0064e-07+1.3925e-06i,1.0854e-06+4.4297e-06i,-1.4668e-06+8.6645e-06i,-3.9247e-06+3.9246e-06i,-5.1725e-06+1.1198e-06i,1.6563e-06-6.3585e-06i,8.3407e-07-6.04e-06i,8.4925e-07-8.8336e-06i,8.1644e-06-7.1527e-06i,7.5756e-06+2.6691e-06i,1.0274e-05+8.9986e-06i,2.0573e-06-2.1857e-06i,5.1005e-06-1.0915e-05i,9.4136e-06-3.4953e-06i,-3.4942e-06-4.4273e-06i,3.309e-06-1.1895e-05i,5.2933e-06-4.9855e-06i,3.8705e-06-1.2497e-06i,-2.8029e-06-6.043e-07i,6.0541e-06+2.5352e-06i,-2.2438e-06+6.2771e-06i,2.5373e-06+7.6062e-06i,-2.1815e-06+1.2509e-06i,4.1493e-06-5.0758e-06i,1.0644e-06-2.153e-06i,-8.6621e-06+8.8264e-06i,2.8938e-06+3.0814e-06i,2.4598e-06-1.3202e-06i,-1.3573e-06-6.7938e-06i,-1.1749e-05-5.2375e-06i,-5.173e-06+4.1163e-06i,-2.0644e-06+6.44e-06i,-3.3422e-07+4.9054e-06i,-4.0764e-06+8.4895e-07i,-8.5836e-06+7.8003e-06i,6.6502e-07+1.1281e-06i,-6.5649e-06+2.0663e-06i,-5.9298e-06+2.3285e-07i,-2.3124e-06-4.9136e-06i,-8.3515e-06-3.6293e-06i,1.6949e-06-7.1353e-07i,6.3845e-07+6.5274e-08i,2.2851e-06+2.9622e-07i,3.5683e-06-2.032e-06i,4.9022e-06+2.3512e-07i,-1.7328e-06+6.6787e-06i,9.0724e-06+4.2058e-06i,9.5543e-06+3.7357e-06i,-8.2578e-06+3.8034e-06i,5.4254e-06+8.8948e-06i,8.5977e-06+8.2102e-06i,-5.3173e-06+9.5909e-06i,-6.8833e-06+1.388e-05i,-6.918e-06+2.1193e-06i,-2.6074e-06-1.6983e-06i,-1.3598e-06+2.3916e-06i,-1.2186e-06+2.1829e-06i,-8.3732e-06+3.9643e-06i,-1.4866e-06+9.9163e-07i,1.8235e-07-2.1258e-06i,-1.7342e-06-9.619e-06i,-7.2359e-06-5.9493e-06i,9.6394e-07+1.8059e-06i,-1.3177e-06+7.4839e-06i,-1.8188e-06+2.3981e-06i,-8.4027e-06+7.6731e-06i,-1.0298e-05+2.9569e-06i,-1.6985e-05-2.0924e-07i,-6.3067e-06+5.0104e-06i,-1.1177e-05-4.4575e-07i,-1.8376e-05+2.055e-07i,-3.3546e-06+4.2078e-08i,1.1255e-06+4.8533e-06i,-8.6162e-06+1.8818e-05i,-9.1814e-06+1.154e-05i,-2.2025e-06+5.8898e-06i,3.5084e-06+1.2489e-06i,1.1844e-06+1.728e-06i,-9.4586e-07-1.4581e-05i,8.4918e-06-3.8285e-06i,8.621e-06-2.365e-06i,3.0093e-06+2.3924e-06i,-5.0215e-06+6.1228e-06i,1.6012e-07+3.9403e-06i,-6.8868e-06+1.2327e-05i,-4.19e-06+8.8113e-06i,5.6412e-06+2.6433e-06i,1.0613e-07+3.232e-06i,3.2319e-06+1.1037e-05i,3.1605e-06-6.1777e-07i,-3.7708e-07-3.2172e-06i,-4.4232e-06+4.018e-07i,-3.9534e-06-6.3294e-06i,7.3219e-06-7.163e-06i,1.7376e-06-5.4702e-06i,1.476e-06-6.7334e-06i,-9.3329e-07-4.4058e-06i,4.0514e-06-2.5273e-06i,-2.6816e-06-3.9304e-06i,-3.0536e-06+4.5969e-06i,5.8507e-07+2.2597e-06i,2.8677e-06+7.7857e-06i,8.4766e-06+5.8138e-06i,1.1159e-05+1.484e-05i,3.3186e-06+4.4945e-06i
-1.2535e-06-2.4821e-06i,7.1032e-06+7.9276e-06i,8.2459e-06+3.8384e-06i,1.759e-06+2.6692e-06i,5.1768e-06+5.2609e-06i,8.3195e-07-6.6575e-07i,-5.0853e-06+5.4745e-06i,-9.8433e-07+5.7179e-06i,3.8894e-06+1.1417e-05i,6.4347e-06+3.0417e-06i,1.1466e-05-5.6805e-06i,6.4914e-06-7.1541e-06i,5.192e-06-2.3921e-06i,6.7385e-06-2.4448e-06i,-5.3001e-07+5.7468e-06i,-8.1576e-07+6.6626e-06i,6.6882e-06-7.4651e-06i,-4.9244e-06-4.6585e-06i,5.3137e-06-4.863e-06i,7.3532e-06-1.1085e-05i,2.4543e-06-1.4663e-05i,9.6127e-08-1.2311e-05i,6.3816e-06-6.1473e-06i,8.4218e-06-9.2207e-06i,6.2607e-06-3.6071e-06i,3.1168e-06-9.8404e-06i,1.044e-05-1.5797e-06i,9.8092e-06+1.0482e-06i,1.4357e-06+2.1755e-06i,6.2052e-06+3.0497e-06i,7.7048e-06+8.0215e-06i,3.3524e-06+1.6951e-06i,-4.1892e-06+6.058e-06i,-9.1207e-06-5.3932e-06i,-9.3152e-06-1.0821e-05i,-2.2212e-06-6.6129e-06i,-1.1616e-05-6.9663e-06i,-6.2079e-06-7.9781e-06i,4.6676e-06-4.4152e-06i,6.3061e-06-7.7544e-06i,-6.5834e-07-5.4542e-06i,-2.6221e-06+7.2301e-06i,-5.7597e-06+5.4733e-06i,-1.4759e-06+1.6195e-06i,3.7919e-06+1.1211e-06i,5.1811e-06+4.1589e-06i,-5.0704e-06+2.0383e-06i,5.3057e-06-4.9895e-06i,1.2387e-06-2.3691e-06i,6.3722e-06-3.8484e-06i,3.2905e-06+2.6989e-07i,-1.2602e-06-3.3873e-06i,-8.4242e-07-8.5456e-06i,-2.7962e-06+3.8459e-06i,-1.0163e-05+5.4262e-06i,-6.0288e-06-1.6602e-06i,-3.4495e-06+2.967e-06i,-1.5207e-06+3.3899e-06i,4.7675e-06-3.897e-06i,1.5297e-05-7.8036e-06i,1.0685e-05-4.0848e-06i,3.3071e-06-1.5483e-05i,2.1118e-06-1.362e-05i,1.273e-06-6.6539e-06i,4.9985e-06-1.1926e-06i,7.112e-06-9.2584e-06i,8.7803e-06-5.3268e-06i,3.7105e-06+5.5213e-07i,1.1328e-05-1.2246e-05i,5.9861e-06-8.9268e-06i,2.6699e-06-2.5025e-06i,7.6845e-06-2.935e-06i,6.073e-06-5.4609e-07i,1.0337e-05+1.0558e-05i,6.3133e-06-4.3531e-06i,1.7381e-06-3.9799e-06i,6.6135e-06-3.0164e-06i,-6.3385e-06+5.0279e-06i,-1.1661e-06+1.5886e-06i,9.1272e-07+3.5424e-06i,1.2088e-06-4.9583e-06i,1.3097e-05-6.3519e-06i,6.8297e-06-9.0008e-06i,1.1261e-05-2.2637e-06i,1.058e-05+3.8046e-06i,1.3509e-05+6.0288e-06i,8.1267e-06-8.6855e-07i,1.0095e-05-1.0594e-05i,5.6414e-06-8.3397e-06i,-3.7729e-07+2.3125e-06i,-2.3797e-06-3.8434e-06i,-1.0348e-05-7.8874e-06i,-7.4697e-06-1.0551e-05i,-4.5761e-07-1.0772e-05i,4.5834e-07+8.6441e-09i,7.3874e-06+2.1019e-06i,4.6436e-06+9.0874e-06i,7.7278e-06+4.7707e-06i,6.3103e-06-1.1971e-05i,2.215e-06-1.9108e-05i,6.1506e-06-2.2244e-05i,-3.34e-07-1.3206e-05i,-6.4892e-06-1.3363e-05i,3.4446e-06+3.4347e-06i,-3.1773e-06+1.1774e-05i,3.8542e-06+8.0683e-06i,5.4681e-06+2.4459e-06i,8.7545e-06+6.2633e-06i,6.9199e-06+8.0813e-06i,4.028e-06+9.0222e-06i,9.8676e-06+2.747e-06i,1.1233e-05+9.5484e-06i,3.7824e-06+1.0011e-05i,-3.7625e-06-2.4109e-06i,-9.4666e-06-4.7068e-06i,-1.2595e-05-4.0942e-06i,-2.1995e-05-6.8518e-06i,-7.7827e-06+7.7285e-07i,-7.2852e-06+2.1911e-06i,-1.3976e-06+1.6543e-06i,-5.5678e-06-5.6836e-07i,-1.0972e-05+5.211e-06i,-9.6791e-06+2.2359e-06i,-8.1375e-06+3.703e-06i,3.4317e-06-5.6707e-06i,2.8105e-06-5.6763e-06i,-6.8894e-07-4.1382e-06i,1.0979e-06-3.0949e-06i,2.018e-06+9.0898e-06i,8.826e-06-5.4685e-06i,-2.2525e-06-1.0573e-05i,-7.6445e-06-7.1642e-06i,-4.0277e-06-4.9549e-06i,8.3107e-06+2.0917e-06i,5.003e-06-1.1053e-06i,-4.6354e-06+2.0659e-06i,-2.6216e-06+3.3562e-06i,5.7666e-06+8.5878e-06i,-8.8026e-08+7.6846e-06i,-8.7147e-06+7.8305e-06i,-9.1965e-06+4.0614e-06i,-5.2321e-06+8.3075e-06i,-4.1932e-06-7.7674e-07i,-2.355e-06-3.6596e-06i,-5.9442e-06-5.9626e-06i,-7.619e-06-1.8347e-06i,-8.4245e-07-1.6785e-06i,-9.4374e-06-1.2915e-05i,-1.5463e-05+6.0157e-07i,-1.1777e-05+5.4965e-06i,-7.7242e-06+2.8722e-07i,-1.0946e-05-4.4131e-06i,-1.1453e-05+8.441e-06i,-1.2868e-05+1.3764e-05i,-1.387e-05+2.9222e-06i,-2.9025e-06+8.9434e-06i,-1.1085e-05+7.2059e-06i,-2.1673e-05-6.6596e-07i,-1.5752e-05+1.7173e-06i,-5.236e-06+1.172e-05i,-9.8968e-06+1.7135e-05i,-1.0181e-05+1.0985e-05i,-6.937e-06+5.9213e-06i,1.7641e-06+1.146e-06i,-3.6412e-06+6.4462e-06i,3.1996e-06-2.2251e-06i,1.1257e-06-1.0229e-06i,2.9104e-06-4.4459e-06i,4.2197e-07+1.067e-05i,-2.5266e-06+9.8782e-06i,-3.3076e-06+1.0204e-05i,-5.7206e-06+2.0917e-05i,1.1093e-06+1.2751e-05i,6.5185e-06-2.1442e-06i,-1.5293e-06-3.7111e-06i,-6.3541e-07-9.2596e-07i,-5.6708e-06+5.652e-06i,-5.168e-06+5.8563e-06i,5.6389e-06+9.1332e-06i,7.9267e-06+9.6364e-08i,4.0613e-06-1.76e-05i,2.7947e-07-2.0974e-05i,7.3004e-06-1.9249e-05i,8.3049e-06-5.9718e-06i,1.1444e-05-7.565e-06i,8.7737e-06-9.1103e-06i,1.2147e-05+8.9357e-07i,-1.4613e-06-4.3051e-06i,3.7726e-06-1.7525e-06i,4.8731e-06-6.4444e-06i,4.8298e-06-9.7951e-07i,-6.7389e-06+2.1117e-07i
-3.1625e-06-4.664e-06i,3.3904e-06+3.6975e-06i,2.4999e-06+4.2215e-07i,-7.0145e-06-1.2628e-06i,1.1335e-05+8.2811e-06i,9.3182e-06+8.2605e-06i,4.5015e-06+4.7962e-06i,7.8646e-06+2.6336e-06i,1.021e-05+7.9476e-06i,1.3107e-05+7.4799e-06i,7.0792e-06-4.4162e-06i,1.0767e-05-7.777e-06i,8.7796e-06-5.3107e-06i,1.3456e-05-4.4252e-06i,5.971e-06-1.5772e-06i,8.4898e-06+2.6754e-06i,1.1345e-05-4.6712e-06i,8.1629e-06-1.2924e-06i,6.7161e-06+2.4363e-06i,4.6665e-06-1.0633e-05i,1.5124e-06-7.795e-06i,3.8321e-06-7.0908e-06i,1.1383e-05-5.7476e-06i,5.3902e-06-6.111e-06i,1.0912e-05-1.1256e-05i,8.6583e-06-7.1601e-06i,1.3036e-05+4.5749e-06i,4.1802e-06+4.9938e-06i,1.5166e-06-1.8749e-06i,-2.2609e-06+6.9143e-07i,1.1391e-05+1.5454e-06i,1.0059e-05-2.7611e-06i,1.9124e-06+4.2636e-06i,5.9912e-06+7.224e-06i,2.5626e-08-2.3058e-06i,-8.4076e-06-3.6906e-06i,-1.0192e-05+2.8878e-06i,-7.9319e-06+1.6316e-06i,1.8842e-06+4.4645e-06i,-5.3555e-06-1.8185e-06i,-6.6816e-06-1.4301e-06i,-1.2155e-05-9.6896e-07i,-4.8941e-06-2.907e-08i,7.1559e-07+6.8209e-06i,1.0281e-05+6.4425e-06i,4.7379e-06+2.9507e-06i,2.5742e-06+2.1004e-06i,-2.3166e-06-3.0218e-06i,-2.8526e-06-2.6856e-06i,5.3032e-06-1.6001e-06i,-5.6462e-07+4.1684e-07i,-6.5476e-06-5.4457e-06i,-2.4343e-06-1.2553e-05i,-8.3231e-06-1.659e-06i,-7.7503e-06+4.7689e-06i,-7.685e-07-2.9853e-06i,6.4095e-07-3.4043e-07i,-3.8144e-06+6.1753e-06i,-2.2676e-06-1.4286e-06i,5.4258e-06-1.8786e-05i,4.8781e-06-5.2599e-06i,5.5188e-06-6.4081e-06i,8.0246e-06-9.0799e-06i,3.052e-06-8.7554e-07i,5.7504e-06-4.4462e-06i,1.121e-05-1.5326e-06i,9.0408e-06-6.3257e-06i,8.8398e-06-6.5968e-06i,7.3239e-06-1.3884e-05i,1.002e-05-1.1034e-05i,2.0503e-06-6.0735e-06i,1.0369e-05-9.0625e-06i,1.2324e-05-6.6539e-06i,5.9394e-06+5.2554e-06i,3.7105e-06-6.1837e-06i,-1.4451e-06-5.3708e-06i,5.1126e-06-9.3134e-06i,-2.9375e-06-8.5201e-06i,3.6213e-06-3.5778e-06i,-4.3176e-06+4.0092e-06i,-2.3246e-06-3.459e-06i,8.0252e-06-1.1884e-06i,5.1071e-06-9.012e-06i,1.3977e-05-5.8044e-06i,1.4244e-05+3.7139e-06i,1.1431e-05+4.2171e-06i,8.6006e-06+6.28e-07i,1.1925e-05-2.5222e-06i,8.0301e-06-2.4234e-06i,4.1642e-06+3.2454e-06i,6.7801e-06+7.7302e-07i,-3.4158e-06-1.2281e-05i,-1.0183e-06-1.0847e-05i,-3.3668e-06-8.7081e-06i,-9.0376e-06+3.5073e-06i,7.1526e-06+1.3108e-05i,8.9323e-06+4.0617e-06i,8.0603e-06+6.9175e-06i,-4.2329e-06-3.5834e-06i,-6.4437e-06-8.5628e-06i,-3.9344e-06-1.7375e-05i,-6.5162e-06-1.5804e-05i,-1.3993e-05-2.5017e-06i,-1.664e-06+3.095e-06i,-5.2772e-06+4.7893e-06i,2.7374e-06+1.3889e-05i,1.6259e-06+2.8182e-06i,3.0695e-06+1.0655e-05i,2.9379e-07+1.2473e-05i,9.0553e-07+1.3115e-05i,1.2887e-05+1.0439e-05i,1.9702e-06+1.0474e-05i,-2.7129e-06+1.2845e-05i,4.0875e-06-1.1602e-06i,-7.3433e-06-3.328e-06i,-1.6759e-05+1.2957e-06i,-1.7791e-05-7.2666e-06i,-4.4318e-06-7.0591e-06i,-7.2244e-06-9.516e-06i,6.0547e-06-9.9844e-07i,5.5495e-06-2.8706e-06i,-5.7179e-06-1.7798e-06i,-3.9264e-06+1.4942e-06i,-2.115e-06+9.1514e-06i,3.879e-06-1.8677e-06i,3.0007e-06+1.6299e-06i,9.8653e-06+7.0211e-06i,3.068e-06+3.6438e-06i,8.5444e-06+3.7909e-06i,1.4436e-05-4.387e-06i,7.7083e-07-1.4119e-05i,-2.4753e-06-6.5674e-06i,-1.3345e-06-1.2258e-05i,1.6812e-06-3.2986e-06i,4.034e-08+2.206e-06i,-3.1284e-06+1.2627e-06i,-7.213e-06-6.6202e-06i,-1.831e-06+6.6425e-06i,8.1634e-07+1.6083e-05i,-6.3706e-06+1.1053e-05i,-9.4477e-06+1.9221e-06i,3.0649e-07+7.9239e-06i,-7.9587e-06+3.9675e-06i,-3.9069e-06+7.5845e-06i,-5.8519e-06+9.7073e-06i,-8.6389e-06+5.4344e-06i,-1.257e-05-4.3229e-07i,-4.046e-06-8.2916e-06i,-1.2395e-05+2.5903e-07i,-1.3014e-05+9.6905e-06i,-7.9371e-06-2.0542e-06i,-1.0392e-05+2.5758e-06i,-4.1065e-06+2.0493e-06i,-6.9742e-06+5.8616e-06i,-1.1054e-05-1.1663e-08i,-1.142e-05+1.0362e-05i,-1.7361e-05+1.2014e-05i,-1.5642e-05+1.9334e-06i,-2.66e-05+5.6435e-06i,-1.6902e-05+1.0572e-05i,-1.5146e-05+1.9684e-05i,-1.2485e-05+6.1461e-06i,-1.1447e-05+2.6323e-06i,-1.7059e-06+9e-08i,-4.1033e-06+5.6493e-06i,7.3486e-07+5.6461e-06i,-1.0377e-05+1.8492e-06i,1.1165e-06-7.638e-06i,-1.1162e-06-1.9301e-06i,8.282e-06+6.8936e-06i,7.8808e-07+6.8074e-06i,-5.5854e-06+1.6212e-05i,5.6087e-07+1.5328e-05i,5.1029e-06+5.3916e-06i,-2.0157e-07+7.5024e-06i,-4.9624e-07+7.8657e-06i,-5.6121e-06+1.4033e-05i,5.8485e-07+6.4928e-06i,9.4386e-06+4.7127e-06i,5.4489e-06+6.3786e-06i,4.2186e-06-1.186e-05i,7.1137e-06-1.3836e-05i,3.6652e-06-1.4191e-05i,1.3102e-06-1.8632e-05i,3.9125e-06-1.721e-05i,3.6073e-06-8.4591e-06i,1.592e-06+7.4255e-07i,-3.9636e-06-3.3741e-06i,8.4743e-06-5.1485e-06i,1.1847e-05-6.2361e-06i,7.9591e-06+3.2481e-06i,9.2382e-07+2.6489e-06i
