9.5686e-07+1.2196e-06i,-3.6303e-06-1.5475e-06i,4.5257e-06-1.5557e-06i,2.3783e-06+4.0233e-06i,-6.3797e-07-3.7438e-07i,-1.9301e-06+3.9123e-07i,9.316e-07+9.7369e-08i,2.7188e-08+8.9569e-07i,-3.2481e-06+2.3474e-06i,4.181e-06-3.9183e-06i,7.3152e-07-2.979e-06i,4.0884e-06+2.7434e-07i,-1.4508e-06+1.342e-06i,1.2057e-06-1.2837e-06i,-5.285e-07-1.4111e-06i,1.4118e-06-2.793e-07i,6.4047e-07+1.4862e-06i,2.6132e-06-3.9044e-06i,1.7503e-06-8.7458e-07i,2.5761e-06+9.6196e-09i,6.4583e-07+3.2841e-06i,-3.4476e-07+2.0605e-07i,-9.2251e-07+1.2454e-06i,1.7758e-07-8.0554e-07i,7.5344e-07-3.386e-06i,-8.6928e-07-1.2354e-06i,-5.1747e-06-7.0249e-07i,-1.1529e-06-6.8663e-07i,-1.0268e-06+8.958e-07i,-1.1925e-06-1.0191e-06i,-5.0382e-07-3.9895e-07i,-1.2026e-07-8.9218e-07i,1.7534e-06+1.3647e-06i,-2.0913e-06+2.4557e-06i,-4.6452e-06+3.3606e-06i,2.4357e-07+3.629e-07i,-6.5358e-07+6.9743e-06i,2.1953e-06+2.5153e-06i,1.5252e-06-2.5059e-06i,2.4111e-06+1.061e-06i,-8.2442e-09-1.3421e-06i,1.3057e-06-6.9282e-07i,2.0575e-07-1.4265e-06i,-2.0928e-06-1.6629e-06i,-1.5949e-06-4.0979e-06i,-2.1027e-06+2.4843e-06i,1.3971e-07+3.9036e-06i,2.1092e-06+2.1719e-07i,9.5547e-08+1.2378e-06i,1.3599e-06-1.2819e-06i,1.1824e-07-2.6229e-07i,7.6381e-07+3.848e-07i,4.0748e-06+2.0919e-06i,3.6686e-06-2.0475e-07i,-1.3409e-06+1.8242e-06i,-8.2799e-07-1.0771e-06i,3.7392e-06-2.1319e-06i,-6.1508e-07+3.5892e-07i,1.1958e-06+1.3646e-06i,-1.1725e-06-9.2556e-07i,2.5655e-07+1.5131e-06i,-1.1218e-06-3.4569e-08i,1.691e-06+5.7794e-06i,1.637e-07-1.9126e-06i,-1.9164e-06-1.6208e-06i,-9.3254e-07-2.4673e-07i,-6.8393e-07-5.7622e-07i,3.6665e-06+1.5846e-06i,4.6012e-06+1.5812e-06i,-1.3662e-06-1.7224e-06i,2.5017e-06+6.6037e-07i,-3.5754e-06+1.5209e-06i,2.1341e-06-1.6322e-06i,2.7789e-06+5.1352e-06i,-1.0884e-06+2.0458e-07i,1.9984e-07+2.0689e-06i,-3.9898e-06-1.323e-06i,-2.6141e-06-1.5159e-06i,1.8626e-06-4.5588e-06i,-1.4946e-06+1.4058e-06i,-3.2263e-07-1.5155e-06i,1.4129e-06+7.1545e-07i,-1.0454e-06-2.4206e-06i,-1.6245e-06+1.0766e-06i,2.0756e-06+2.6509e-06i,-7.1102e-07-3.4527e-06i,2.4554e-06-3.53e-06i,3.4882e-06-3.148e-06i,1.429e-06-6.569e-07i,-1.1483e-06+2.0909e-06i,-4.1944e-06+1.3184e-08i,-6.0868e-07-2.4845e-06i,-5.5052e-07+1.87e-06i,-9.7955e-07-3.3644e-06i,1.6377e-06+3.4454e-06i,5.478e-07+3.1451e-06i,4.3749e-06-2.369e-06i,-3.2618e-07-3.4824e-07i,2.1255e-06-1.6612e-06i,-3.8725e-06+1.5787e-06i,-2.7304e-06-5.1488e-06i,-2.0169e-06-2.5684e-06i,-2.7713e-06+1.2052e-06i,-1.8974e-06+7.8088e-07i,-1.6781e-06+2.5274e-06i,5.2146e-06+2.6179e-08i,6.9421e-07+2.6066e-06i,1.0286e-06-3.1961e-06i,-9.724e-07-2.8459e-06i,-2.121e-06+3.476e-06i,5.5952e-06+5.1352e-06i,8.86e-07+5.1494e-06i,-8.5747e-07+3.244e-06i,5.7689e-07+9.8071e-07i,-2.2891e-07-3.8649e-08i,-5.3208e-06-1.1096e-06i,-2.4229e-06-5.6136e-06i,6.9649e-07-5.04e-06i,2.1798e-06-5.4068e-07i,-1.5295e-06+3.8209e-06i,-1.2713e-06+3.306e-07i,-8.8541e-07-6.1334e-06i,7.2372e-07-1.0535e-07i,2.719e-06+1.9126e-06i,3.2713e-06+1.4848e-06i,1.6887e-07+2.3531e-06i,1.9517e-06-1.9342e-07i,-3.5571e-06-1.1796e-06i,-4.4253e-06-9.5535e-08i,-1.1461e-07+2.2642e-07i,2.3026e-06+2.8962e-07i,2.9403e-06+1.6547e-06i,2.5277e-07+4.9046e-06i,9.6276e-07-4.2493e-06i,1.7502e-06+3.7998e-06i,1.1636e-06+4.0332e-06i,7.9174e-07-2.0261e-07i,-9.6239e-07-3.1174e-06i,-1.9257e-06-1.9739e-06i,2.2448e-06-1.5771e-06i,1.2069e-07+3.489e-06i,6.6859e-07-9.8534e-07i,-4.1003e-06+4.8937e-07i,-1.3581e-06-2.3118e-06i,1.0102e-06-2.8183e-06i,3.5282e-06-2.5506e-07i,-1.0547e-06+2.3699e-06i,-2.0914e-07-3.3098e-06i,1.2465e-06-1.9449e-06i,-6.9426e-07+1.5223e-06i,3.9687e-07+1.4194e-07i,4.3193e-06+1.2846e-07i,-6.5899e-07-8.0571e-07i,-8.6547e-07-1.3399e-06i,-3.5756e-06+2.2116e-06i,1.4516e-06+3.935e-06i,1.6036e-06-1.6098e-06i,8.4527e-07+3.0473e-06i,-3.1117e-06-2.8616e-06i,-3.6217e-06+8.9171e-07i,-7.1512e-07+1.9062e-06i,-5.9568e-07-1.5351e-06i,7.1053e-07+9.4618e-09i,-1.794e-06-3.1839e-07i,-1.0466e-06-4.7894e-08i,1.2233e-06+2.5094e-06i,4.4175e-06+2.0557e-06i,3.3186e-07+4.9792e-06i,1.9514e-06+6.0407e-07i,1.8684e-06-6.1881e-07i,-2.3056e-06-2.5469e-06i,-1.945e-06-1.8072e-06i,2.125e-06+1.2097e-06i,3.3722e-06+1.3842e-07i,6.5934e-08-1.491e-06i,-4.45e-07+2.7193e-06i,-1.0737e-06-1.3227e-06i,-5.0998e-07-2.6402e-06i,8.463e-07+3.9719e-07i,-2.1412e-06-9.3437e-08i,-2.9859e-06+5.8673e-07i,2.0637e-06+5.0199e-07i,-1.5819e-06-1.7932e-07i,5.8567e-07-4.2261e-06i,2.3187e-07-8.3122e-07i,1.5248e-06+1.5145e-06i,2.7553e-06+3.4004e-07i,2.0394e-06-1.5281e-06i,6.9508e-07-3.3404e-07i,3.3e-07+4.5777e-06i,-3.0654e-06+4.9366e-06i,-2.0712e-06-1.9519e-06i
1.1326e-06+8.6109e-07i,-1.1292e-06+5.3941e-07i,8.763e-07+2.3631e-06i,-2.7623e-06+3.4489e-06i,-5.2047e-06+3.5202e-06i,9.2801e-07+3.3011e-06i,1.1588e-06-5.1347e-06i,3.0252e-06-2.1279e-06i,2.319e-06+6.7858e-06i,2.618e-06+4.9897e-06i,1.1784e-06+1.5704e-06i,-3.4749e-06+3.1631e-06i,-2.5629e-06+4.2512e-06i,5.4999e-07-1.1175e-06i,2.5811e-06-4.3527e-06i,1.5226e-07-3.2157e-06i,3.3334e-06+9.6213e-07i,-2.6852e-06-5.4047e-07i,-4.5204e-09+1.8676e-06i,3.6967e-06-4.7083e-07i,-8.3304e-07+2.8728e-06i,-1.3892e-06+4.3498e-06i,-2.3485e-06-2.576e-07i,3.1344e-06-4.5602e-06i,2.8578e-06-1.8941e-06i,-2.1655e-06-1.2221e-06i,-2.7421e-06+2.3956e-06i,-2.0404e-07-2.4717e-06i,-1.6408e-06+1.0416e-06i,2.74e-06+7.3269e-06i,7.899e-06-1.6308e-06i,3.3429e-06+2.5801e-06i,5.9105e-06+5.4606e-06i,4.008e-06+5.5372e-06i,-5.8509e-06+8.0743e-06i,-1.2478e-06+2.641e-06i,-3.8543e-06-1.1252e-06i,-8.7079e-07-1.5298e-06i,1.2971e-06-4.3118e-07i,2.9423e-07+2.4184e-06i,-2.0567e-06+3.5676e-06i,1.2147e-06+4.5602e-06i,4.5473e-06+2.5425e-06i,5.0913e-06-2.9341e-06i,2.6031e-07+1.5598e-07i,-3.8465e-06-5.1267e-06i,-4.5902e-06-3.8509e-06i,2.2683e-06-4.7838e-06i,2.1825e-06-3.8713e-06i,4.4154e-06+1.2779e-06i,1.9444e-06+1.6306e-06i,3.4668e-06-2.0142e-06i,2.5756e-06-2.6891e-06i,-2.1179e-06+1.3977e-06i,-1.8564e-06+5.7713e-06i,-1.722e-06-1.765e-06i,-2.7765e-06+5.7875e-06i,-5.399e-06+4.7571e-06i,2.5958e-06+7.804e-06i,6.2936e-07+5.4177e-06i,-1.2756e-07+2.6384e-06i,-1.7405e-06+2.9279e-06i,-2.7648e-06+1.3524e-06i,-2.1741e-06-1.4422e-06i,2.8701e-06+1.5289e-06i,2.7004e-06-6.6405e-07i,-5.3182e-06+4.6537e-06i,1.5063e-06+5.4097e-07i,1.9061e-07-2.2489e-06i,4.8796e-06-7.1786e-07i,7.3134e-06-2.2607e-06i,1.2888e-06-2.5293e-06i,-1.6345e-06-2.1528e-06i,5.1481e-06+3.9676e-06i,-2.1964e-06+6.7458e-07i,-4.1174e-06+7.3587e-07i,-1.8501e-06-1.4908e-06i,-1.7605e-07-2.3579e-06i,4.8335e-06-3.3679e-06i,-1.9613e-06-5.6033e-06i,-2.56e-06+3.0387e-06i,-8.6522e-07+4.2561e-06i,-2.2391e-06+4.4335e-07i,-2.4704e-06+2.1525e-07i,-5.2966e-07-6.9851e-07i,-3.4592e-06-8.208e-06i,-1.7456e-06-1.1834e-05i,1.5573e-06-4.7895e-06i,1.0323e-06-8.1932e-06i,-1.2507e-06-7.3872e-06i,-3.5089e-06-4.3465e-06i,1.9262e-06-9.6736e-07i,1.9359e-06+2.7625e-06i,-9.5522e-07+1.9726e-06i,1.3561e-06+6.5352e-07i,-1.8507e-06+1.8016e-06i,3.2237e-07-1.1092e-06i,-3.8128e-06-7.5967e-06i,-1.8814e-07-6.4949e-06i,1.9906e-06-4.0238e-07i,-3.1258e-07-8.6138e-06i,3.9464e-06-5.5631e-06i,-6.2606e-07-4.6586e-06i,-4.0032e-06-6.4559e-06i,-1.947e-06-6.2775e-06i,-1.1098e-06-5.1593e-06i,9.9732e-07+2.9688e-06i,7.7691e-06-1.5738e-06i,6.1683e-06+3.2673e-07i,8.8302e-06+1.3701e-06i,9.9082e-06+9.2939e-07i,3.2386e-06+3.5628e-06i,-9.4447e-07+4.8193e-06i,-5.6777e-06+1.4526e-06i,-3.8253e-06-4.041e-06i,-3.2492e-06-6.5014e-06i,-1.8037e-06-3.4984e-06i,-1.0749e-06-1.0052e-06i,5.9942e-06-1.4562e-06i,1.9697e-06-1.6974e-06i,-3.2423e-06-4.8226e-07i,-7.5578e-06-1.0679e-06i,-4.3873e-06-1.484e-06i,-1.2423e-06+5.7983e-06i,1.7431e-07+7.2479e-07i,1.9483e-08+6.6503e-07i,-4.1141e-06-4.3112e-06i,-5.8959e-06-8.6011e-07i,-3.6022e-06-4.5923e-06i,5.0883e-06-2.6175e-06i,2.3175e-06-4.5063e-06i,1.7347e-06+3.1841e-06i,2.8493e-06+1.9661e-06i,3.891e-06-4.0824e-06i,1.9041e-06+5.6525e-06i,3.1324e-06+5.039e-06i,2.3177e-06-7.5904e-06i,-2.5132e-06-8.9302e-06i,1.9615e-06-6.3646e-06i,5.6787e-06-7.5332e-06i,1.0719e-06+4.345e-06i,-1.1332e-06-3.2869e-06i,1.8861e-06-1.2127e-06i,3.5532e-07-2.8146e-06i,1.2291e-06-6.6958e-06i,4.7369e-06-4.2675e-08i,3.1066e-06+8.8924e-07i,-1.1006e-06+1.8064e-07i,-3.9995e-06+2.795e-06i,-5.3597e-07+3.9427e-06i,2.3837e-06+3.4943e-06i,1.2959e-06-1.8614e-06i,-8.4978e-08-4.6349e-06i,-2.704e-06-5.6635e-06i,-2.0851e-06-2.0409e-06i,-1.5731e-07+1.2515e-06i,-2.4532e-06-6.78e-07i,-1.3389e-06-5.5123e-07i,2.7298e-06-3.676e-06i,2.8033e-06+1.251e-06i,-1.0848e-06+4.0462e-06i,-2.6754e-06-2.1512e-06i,-3.1649e-07+2.8614e-07i,3.1464e-06+6.518e-07i,5.7551e-06+1.9212e-06i,5.3733e-06+1.2732e-07i,-2.6935e-06+4.6483e-06i,-1.037e-06+5.3127e-06i,-2.1291e-06-5.1656e-08i,-2.6122e-06+6.1288e-07i,6.0233e-07-1.1463e-06i,2.4081e-06-1.6328e-06i,6.0434e-06+4.977e-06i,5.8102e-06+3.147e-06i,3.2424e-06+2.5365e-06i,1.5084e-06+6.2498e-06i,2.6534e-06+2.0492e-06i,-7.9564e-07+2.6188e-06i,-2.0808e-06-4.5542e-06i,-1.444e-06-2.5094e-07i,-1.422e-06+3.1622e-06i,7.521e-07+9.8749e-07i,-1.487e-06-3.0705e-06i,-2.4706e-06-3.5892e-06i,7.1168e-07-1.1591e-06i,-9.4272e-07-2.0405e-06i,-1.516e-06-5.2163e-06i,-3.9067e-06-8.8804e-07i,-2.2825e-06+2.1135e-06i,-4.7888e-07-1.3083e-09i,-2.9752e-07-2.0101e-06i,3.6037e-06+3.7522e-07i
4.0113e-07-1.6304e-06i,2.5446e-06-3.6203e-06i,-2.9949e-06+1.2126e-06i,-8.0957e-08-1.2447e-06i,-3.7583e-06-3.3925e-06i,-6.9352e-07+1.1086e-06i,5.9229e-07-1.8476e-06i,1.0013e-06-5.2031e-06i,9.6213e-07-4.0533e-07i,1.1495e-06+8.0465e-07i,1.3951e-06+1.9456e-06i,-7.8043e-07+1.6892e-06i,-2.0499e-06+5.9525e-06i,4.6724e-06-9.8522e-07i,1.0001e-06-3.9604e-06i,-7.9866e-07-4.6047e-06i,7.8879e-06+1.166e-06i,7.4769e-06-3.0795e-06i,-4.5003e-06+4.0271e-06i,1.0906e-06-2.7283e-06i,-1.8331e-06-2.3918e-06i,2.5471e-06-1.5125e-06i,-1.0381e-06+3.1223e-06i,-9.0434e-07+3.4949e-07i,2.2515e-06-2.3788e-06i,3.2827e-06+2.6482e-06i,1.1834e-06+3.4586e-06i,-3.9792e-06+2.4136e-06i,3.869e-06+3.7077e-06i,-6.9961e-07+8.3208e-06i,2.9466e-06+3.4112e-06i,4.974e-06-3.6232e-06i,7.9755e-06+2.277e-06i,5.7445e-06+2.9197e-06i,7.6971e-07+6.4259e-06i,2.0621e-06+3.6407e-06i,9.129e-06+2.9126e-06i,-2.0353e-06+3.5821e-06i,-4.0699e-07+2.2733e-06i,-1.207e-06+1.0768e-06i,6.155e-07+7.9383e-07i,-2.9725e-06+4.7424e-06i,6.4657e-06-1.2427e-06i,2.1392e-06-1.3496e-06i,-6.7155e-06+4.9631e-06i,-3.8202e-06-4.7348e-06i,-5.3934e-06-1.5951e-06i,-6.6917e-06-1.5663e-06i,-4.5207e-06-2.221e-06i,-2.0675e-06+2.6915e-07i,-4.582e-06+3.9299e-06i,1.5381e-06-2.646e-06i,1.4095e-06-2.8011e-06i,-5.1418e-07+4.1913e-06i,6.1381e-07+2.849e-06i,2.3474e-06-1.2809e-06i,1.0209e-06+4.0247e-06i,4.0654e-07+4.6622e-06i,-1.9619e-06+2.6989e-06i,2.9022e-06+5.4531e-06i,-2.47e-07+5.5335e-06i,-6.4317e-07+6.6305e-06i,2.0076e-06+2.5675e-06i,-4.0514e-06-2.9811e-07i,-6.0988e-07-2.8719e-06i,4.4465e-06+8.2557e-07i,-1.5488e-06+5.1837e-06i,3.8894e-06+2.6297e-06i,6.1307e-06-2.4846e-06i,2.5499e-06-2.8363e-06i,4.1993e-06-1.3325e-06i,-3.959e-07+1.1696e-07i,-2.1881e-06-2.3363e-06i,2.3287e-06-2.7297e-06i,2.4993e-06-3.4809e-06i,-6.9378e-06+6.0625e-07i,-4.3949e-06+2.1598e-06i,-2.6492e-06+7.769e-07i,4.1875e-08-3.0896e-06i,-2.0745e-06-2.2789e-06i,3.0515e-06+1.7869e-06i,1.8883e-06-1.7423e-07i,3.1068e-06-7.016e-07i,-2.4557e-06-9.4945e-06i,1.7579e-07-4.7756e-06i,-4.5091e-06-4.6627e-06i,-1.2177e-06-4.6626e-06i,-1.066e-06-4.5953e-06i,5.6224e-06-3.8235e-06i,1.3395e-06-9.9145e-07i,-3.3314e-06-4.834e-06i,4.933e-06+2.0505e-06i,1.1042e-06+2.4535e-06i,-2.8677e-06+2.2819e-06i,-1.8327e-06+3.4738e-07i,-8.1201e-07-1.6204e-06i,3.0317e-06-4.8382e-07i,8.0288e-07-3.8221e-06i,-4.2598e-06-6.1395e-06i,-5.4854e-08-5.2877e-06i,1.5051e-06-9.6276e-06i,5.6023e-06-1.0017e-05i,3.8978e-06-5.1736e-06i,-1.469e-06-3.3067e-06i,-2.0219e-06-7.7108e-06i,1.0924e-06-3.397e-06i,6.3389e-06+1.1471e-06i,9.3564e-06+1.7796e-08i,2.3641e-06-2.3565e-06i,2.1991e-06+3.0881e-07i,2.6996e-06+3.2609e-06i,-1.831e-06+4.6452e-06i,2.264e-06+2.3547e-06i,-7.4736e-07+1.2518e-06i,-9.8697e-07-1.4504e-09i,-9.6722e-07-6.162e-06i,1.0331e-06-3.7869e-06i,4.4617e-06-5.4744e-07i,1.754e-06-1.1312e-06i,4.6735e-06-3.1865e-06i,-3.6105e-06-8.6484e-07i,-4.7029e-06-8.4135e-07i,-4.4258e-06-3.6993e-06i,-4.6661e-06+1.3427e-06i,3.9756e-07+1.3907e-06i,-1.0191e-06+1.9789e-06i,-1.8079e-06+4.532e-06i,-8.5104e-08+8.6839e-07i,-4.5579e-06+8.4444e-07i,-1.7334e-06-2.2992e-06i,-1.1965e-06-3.2283e-07i,-1.7004e-06+2.8434e-06i,5.768e-06+5.7335e-07i,4.2848e-07-4.2686e-06i,-2.1169e-06+3.7524e-06i,-1.1829e-06+2.1837e-06i,2.3073e-06+2.3622e-08i,9.0359e-07-6.5845e-06i,5.0827e-06-4.9808e-06i,5.612e-07-1.8055e-06i,-9.5057e-07-7.8454e-07i,-4.1208e-06-3.6696e-06i,-2.7781e-06-2.221e-08i,-4.134e-06-3.203e-06i,-2.8696e-06-1.0395e-06i,-1.1632e-06+2.3198e-06i,2.5174e-06+3.8273e-06i,-3.9671e-06-6.1796e-07i,-5.4679e-06-4.9985e-07i,1.2296e-06+1.5323e-06i,-1.9634e-06+6.9197e-07i,-7.2905e-06-7.9761e-06i,-6.4241e-06-5.9706e-06i,1.8049e-07-7.8586e-06i,-3.0505e-06-7.9116e-06i,3.9277e-07-7.7343e-06i,1.7412e-06-1.1837e-06i,1.8038e-06-3.4872e-06i,-1.955e-06-3.9925e-06i,-7.7192e-07+5.6032e-06i,-4.1093e-06+4.0899e-06i,-2.0588e-06-3.5473e-06i,1.7897e-07+1.5259e-06i,-4.5513e-06-1.3624e-06i,-7.3639e-07+1.2084e-06i,4.4672e-06+4.2422e-06i,3.0324e-07+5.6015e-06i,1.7075e-06+4.1563e-06i,7.1529e-06-9.0402e-07i,3.28e-06+2.7967e-06i,8.5414e-06+1.336e-06i,-1.0492e-07+3.7169e-06i,5.511e-06+5.9416e-06i,3.6873e-06+1.1154e-05i,-1.0678e-06+4.3976e-06i,4.5298e-06+7.3004e-06i,4.5418e-06+1.0344e-05i,2.6265e-07+6.164e-06i,-3.63e-08+6.4304e-07i,-1.6176e-06-2.08e-06i,-7.8642e-06-5.4724e-07i,-4.2517e-06-4.3955e-06i,-3.3077e-06-1.3926e-06i,-3.6822e-06-3.6921e-06i,-2.6646e-06-7.3453e-06i,-5.6284e-06-5.8796e-06i,-1.9103e-06-5.9697e-06i,-5.6378e-06-2.6402e-06i,6.692e-07-2.4597e-06i,2.9855e-06-5.061e-06i,4.4214e-06-6.3671e-06i,1.2064e-06-2.6177e-06i
-8.285e-07-1.856e-06i,-2.2176e-06-2.4601e-06i,-2.4302e-06-2.3398e-07i,1.1466e-06-1.0096e-07i,-3.8819e-06-1.2478e-06i,4.471e-06-3.736e-06i,5.7904e-06-1.8249e-07i,-2.3846e-06-1.2273e-06i,2.6967e-06-2.8558e-06i,4.1758e-06-5.5669e-06i,8.2897e-07+5.1951e-07i,-1.9074e-06+3.1179e-07i,-5.1066e-07+2.2002e-06i,2.8852e-06+4.6056e-06i,9.0405e-07-1.4191e-06i,3.0613e-06-5.314e-06i,1.523e-06-2.8816e-06i,3.252e-06-2.1857e-06i,-3.6277e-06+4.5649e-06i,-1.3888e-06+7.1659e-07i,-5.3808e-06-5.5206e-07i,2.1331e-06-1.7499e-06i,-6.9736e-07+3.6473e-06i,-2.9492e-06+8.0638e-08i,2.0766e-06+1.9455e-06i,-3.4908e-06+1.0346e-06i,-3.4326e-06-9.141e-07i,-1.1209e-06-7.4745e-07i,1.9629e-06+7.3622e-06i,-3.6452e-06+7.461e-06i,1.1244e-06+2.8194e-06i,2.7104e-06+1.2094e-06i,5.3273e-06+6.1375e-06i,3.3164e-06-1.9893e-06i,2.1307e-06+1.0442e-06i,5.0705e-06+2.2689e-06i,7.1295e-06+3.7277e-07i,-9.4844e-07+5.1576e-06i,-2.2848e-06+1.7413e-06i,1.8756e-06-1.2281e-06i,3.9683e-06-2.5169e-07i,-3.5809e-08+1.2406e-06i,-1.5995e-06-8.8279e-07i,-1.2437e-06-2.1513e-06i,-6.0974e-06+5.3409e-06i,-4.3585e-06-8.2088e-07i,-5.3892e-06+1.4754e-09i,-4.0543e-06-1.4944e-06i,-5.473e-06-6.0222e-06i,-4.9992e-06-2.5246e-06i,-7.7641e-06+8.7314e-07i,-9.8489e-07-4.7446e-06i,9.1292e-07-4.3353e-06i,1.5771e-06+3.4511e-08i,4.1257e-06+2.8926e-06i,1.9132e-06+1.8677e-06i,-5.6395e-07+7.0838e-06i,-1.0641e-06+5.2079e-06i,-6.9726e-07+3.8059e-06i,5.1138e-06-1.2463e-06i,1.4937e-06+5.8174e-06i,-6.7076e-07+3.9479e-06i,-5.48e-07+7.5872e-06i,-2.8567e-07+3.2199e-06i,2.2503e-06+5.224e-07i,3.0182e-06-8.4062e-07i,1.1552e-06-9.3918e-07i,2.5973e-06+1.2854e-06i,5.1021e-06+1.5327e-06i,2.6128e-06+8.9573e-07i,1.7708e-06-5.9353e-07i,5.7828e-07-2.0873e-06i,2.5771e-06-5.4608e-06i,4.1457e-06-5.6728e-06i,1.6623e-06-2.8781e-06i,3.5118e-06+1.1821e-06i,-1.3047e-06-2.3163e-06i,-2.836e-06+1.7203e-06i,-2.5791e-07-1.9531e-06i,-1.0842e-06+7.674e-07i,4.5899e-06+3.0707e-06i,5.5556e-06-3.7417e-06i,2.9121e-06-1.5228e-07i,-1.544e-06-5.9542e-06i,2.2851e-06-3.0099e-06i,4.5975e-07+2.4325e-06i,-4.351e-07-1.7728e-06i,-1.4659e-06-3.9102e-06i,8.6766e-06-3.9533e-06i,6.6784e-06+4.2749e-06i,3.3465e-07-4.3424e-06i,3.499e-06-4.3667e-06i,3.6627e-07-8.8469e-06i,-4.3893e-06-4.3421e-06i,-1.9316e-06-3.0161e-06i,1.934e-06-4.4064e-07i,7.0567e-07+3.1629e-06i,5.2168e-07-4.1297e-06i,-2.2134e-06-9.1546e-06i,-4.9011e-06-7.7794e-06i,2.7825e-06-5.3925e-06i,4.9912e-06-1.2779e-05i,4.6407e-06-1.0015e-05i,-2.4322e-06-7.126e-06i,-1.2831e-06-6.0214e-06i,2.9153e-06-2.3696e-06i,3.9503e-06+7.1616e-08i,7.183e-06-3.4029e-06i,1.295e-06-5.3814e-06i,2.3081e-06-3.3947e-06i,1.9613e-06+2.0771e-06i,-2.1258e-06+5.7888e-07i,4.1971e-06-2.5841e-06i,5.9513e-06-1.066e-06i,-7.4939e-08+1.3692e-06i,-1.7167e-06-1.6099e-06i,1.5993e-08-6.4503e-06i,3.7313e-06-1.3892e-06i,2.6372e-06+4.3414e-07i,2.2761e-06+1.6286e-06i,4.5595e-06+8.9472e-07i,2.6932e-06+3.9177e-06i,-2.6397e-06+2.8381e-06i,-2.0902e-06+4.8307e-06i,2.1723e-06+6.5825e-06i,2.7847e-06+4.0727e-06i,1.8775e-07+2.4078e-06i,4.9238e-06+4.4935e-06i,-4.3845e-06+5.5049e-06i,-1.2191e-06+1.6914e-06i,3.4509e-06+2.7746e-06i,-2.4559e-06+2.5593e-06i,1.4541e-06+1.2825e-06i,3.5875e-06-1.0648e-06i,3.1073e-06+1.7078e-06i,5.6987e-07+1.2919e-06i,4.3476e-06+6.7148e-07i,6.2452e-06-3.4297e-06i,6.4912e-06-3.0677e-06i,5.5873e-06+7.6552e-07i,3.1392e-06+6.5796e-07i,-5.4922e-06-7.5637e-06i,-9.3697e-06-2.9162e-06i,-2.601e-06-5.0835e-06i,-2.3151e-06-4.1692e-06i,-3.2154e-06-4.0285e-06i,-2.152e-06-8.2911e-07i,-5.3592e-06-5.4741e-06i,-1.0636e-06-4.1787e-06i,-2.3582e-06-2.9242e-06i,-6.0545e-06+2.0515e-06i,-8.3729e-06-2.8401e-06i,-2.5633e-06-6.5265e-06i,-4.4411e-06-6.9829e-06i,-2.0574e-06-9.4834e-06i,-1.6598e-06-1.8198e-06i,-1.6377e-06+3.9613e-06i,2.7931e-06-1.3709e-06i,1.3359e-06-3.2621e-06i,3.4081e-07-2.4925e-06i,2.0677e-06+4.0364e-06i,4.353e-06+5.4552e-06i,-3.2601e-06+6.4459e-07i,-7.1165e-06-2.8004e-07i,-4.4911e-06-2.5474e-06i,1.9752e-06+2.7142e-06i,7.3735e-06+4.2642e-06i,2.6425e-06+1.5064e-06i,4.2936e-06+2.1956e-06i,9.6957e-07+6.5571e-06i,1.9528e-06+9.8862e-06i,3.8127e-07+2.8957e-06i,-1.973e-06+5.5562e-06i,3.3401e-06+1.0346e-05i,-5.526e-06-6.2355e-07i,-6.0237e-07+4.525e-06i,-8.207e-08+7.2683e-06i,1.4191e-06-8.4931e-07i,4.0891e-07+2.4554e-06i,-3.8404e-06-3.6411e-06i,-3.2213e-06+1.6744e-07i,-3.4722e-06+1.8498e-08i,-3.3146e-06+7.1527e-06i,-2.8116e-06-1.4575e-06i,-2.4497e-06-3.2344e-06i,-5.0121e-06-9.7234e-07i,-4.6791e-06+3.3422e-07i,-5.8217e-06-5.1272e-06i,3.3016e-06-4.0709e-06i,-5.3992e-06-1.0317e-06i,-1.9721e-06-6.8909e-07i,-2.5088e-06-2.6694e-06i
