16.661,31.839,34.852,28.289,23.804,34.539,23.115,22.249,32.271,32.423,25.029,29.211,33.063,30.501,28.452,23.691,32.171,31.271,30.053,25.436,27.341,31.02,37.603,43.178,43.745,31.345,30.156,24.68,27.71,31.745,24.448,30.554,38.227,38.059,24.933,27.898,28.214,26.363,26.831,25.653,37.965,57.954,56.443,38.383,33.771,40.681,24.462,33.769,33.822,30.715,32.952,30.809,58.148,43.188,44.712,29.664,32.192,22.862,40.464,46.537,28.542,46.632,61.372,55.537,37.131,24.081,40.468,38.713,25.689,35.475,18.961,21.972,27.697,34.734,27.124,24.595,30.935,35.345,43.113,36.856,22.879,30.584,29.556,33.066,20.188,28.757,28.774,28.881,40.813,30.855,22.657,26.754,26.729,26.272,29.553,44.339,24.582,23.494,27.825,29.128,34.811,45.067,39.445,29.755,48.343,37.556,35.283,41.494,20.684,24.654,27.597
27.27,31.894,29.348,28.394,20.914,25.5,30.455,32.368,26.676,31.608,45.211,25.561,19.164,34.24,30.813,29.566,27.034,34.29,27.8,26.38,28.672,36.181,31.523,27.106,31.682,22.902,38.361,34.951,21.307,30.5,25.743,39.4,37.769,30.691,27.466,30.764,34.995,21.482,24.578,35.294,36.041,51.511,62.135,51.633,41.206,23.164,30.088,34.373,49.23,30.978,36.867,31.082,97.51,122.72,53.119,28.696,33.702,32.479,30.191,15.931,18.239,30.658,38.427,25.72,43.29,38.795,37.46,32.472,20.066,28.954,45.806,35.152,41.341,17.166,37.678,29.302,32.043,39.636,33.965,30.664,29.891,33.17,29.455,25.204,32.961,31.166,24.949,45.257,35.591,36.777,28.199,26.503,29.237,30.959,37.763,41.154,30.799,28.007,31.896,39.737,25.654,34.001,37.593,26.737,44.122,38.25,26.928,30.21,27.109,36.757,31.917
43.326,32.077,25.237,25.241,26.563,34.863,39.761,27.455,34.825,29.797,32.223,23.688,30.441,25.578,22.72,29.351,29.663,29.931,27.737,32.122,28.481,32.081,37.594,27.764,26.901,27.748,29.83,38.552,29.885,31.197,25.572,34.767,31.683,30.927,25.081,29.292,30.624,31.639,36.92,36.338,30.75,33.607,53.178,41.303,25.845,38.662,28.282,30.567,29.821,31.919,31.936,27.527,60.53,91.613,43.651,25.196,30.356,24.233,25.184,36.75,26.954,30.07,26.415,34.207,49.403,25.758,29.731,32.855,40.155,18.534,36.414,35.501,36.589,37.585,30.541,36.121,28.151,31.324,34.735,35.874,29.858,30.367,21.494,29.854,26.041,29.989,36.913,31.625,24.457,25.475,38.217,39.456,26.983,22.956,20.422,28.69,53.582,36.71,31.422,24.805,36.544,27.128,30.704,40.121,27.601,24.793,28.587,26.305,31.216,42.436,36.332
27.311,23.933,24.374,28.082,25.603,32.597,25.96,25.832,30.786,26.51,30.942,31.006,35.279,36.386,33.428,28.228,25.279,30.733,26.398,28.026,25.511,26.172,40.7,24.171,22.579,23.91,31.175,33.983,36.944,28.412,21.674,29.071,31.115,36.207,46.059,22.153,28.545,37.52,33.563,23.188,34.542,62.563,64.512,51.51,21.847,28.513,30.392,33.674,26.45,26.219,36.776,29.855,47.344,29.652,23.805,20.707,30.188,28.623,28.747,40.714,31.306,29.224,40.396,36.589,36.106,26.742,25.949,21.621,28.1,25.789,28.23,33.299,43.135,41.217,29.091,31.921,34.361,14.107,29.459,37.816,46.278,30.509,25.141,34.967,26.671,26.806,31.916,28.479,23.76,32.724,23.166,28.852,31.264,29.284,19.387,16.151,32.773,33.964,35.411,31.193,36.211,33.269,30.707,47.144,27.833,17.047,46.202,25.518,35.076,37.556,26.651
32.731,48.031,21.921,29.119,40.711,41.291,33.806,29.972,19.286,33.225,29.915,42.662,20.878,19.979,24.182,20.59,45.432,38.703,28.821,22.494,25.468,34.334,46.35,28.729,32.076,25.061,27.962,35.813,34.26,29.526,48.593,39.136,36.297,35.331,31.222,38.812,34.649,26.51,30.073,35.3,37.699,45.342,62.814,84.298,20.663,21.668,30.254,34.98,30.185,23.028,27.367,46.738,47.363,32.273,20.312,21.671,28.132,36.701,32.015,26.427,23.017,35.582,42.567,39.897,36.893,24.755,35.615,22.059,25.389,37.582,24.374,27.941,32.458,28.297,24.423,18.698,21.426,18.627,34.966,26.19,32.005,36.581,44.284,40.779,27.634,28.177,28.737,30.283,26.797,40.273,23.011,36.294,35.406,35.843,19.255,20.395,36.919,37.931,32.806,38.202,42.556,42.177,35.14,27.935,31.797,28.15,41.295,31.724,30.455,26.198,29.914
33.991,31.907,35.226,29.705,33.358,37.844,30.031,43.752,38.315,34.16,41.074,39.802,32.432,28.319,35.465,32.875,29.498,33.49,36.568,30.925,32.233,31.753,31.762,26.954,25.851,21.797,49.61,38.779,27.773,30.897,37.821,31.83,25.568,32.245,24.474,31.269,28.574,21.587,25.867,35.157,30.941,42.718,60.025,34.722,24.573,35.718,35.981,33.292,28.203,29.859,36.494,44.127,36.928,38.316,27.319,11.683,24.699,41.087,26.311,29.148,26.252,34.782,55.602,44.726,35.699,30.991,37.834,24.943,32.345,25.228,29.42,27.191,22.312,19.128,27.614,24.923,25.771,26.939,29.856,28.659,24.067,22.276,38.214,28.656,30.624,22.2,26.168,31.928,41.038,37.53,30.653,24.425,35.134,55.435,33.274,27.515,27.176,29.224,34.73,31.382,27.029,38.888,41.655,12.95,27.23,30.545,33.898,38.752,36.419,36.215,24.327
37.62,31.625,46.967,26.963,32.875,32.127,31.771,29.214,32.433,36.05,27.832,29.566,43.417,41.504,24.464,27.104,23.247,20.779,31.68,25.805,28.263,34.716,38.318,35.432,23.464,20.279,49.875,36.287,38.323,43.121,33.014,36.69,24.745,24.299,19.639,33.28,40.45,43.292,41.756,45.333,49.732,55.226,53.618,38.357,25.265,26.187,28.297,34.316,46.66,38.543,25.997,44.077,54.707,44.497,30.879,19.781,27.264,43.782,22.016,23.99,25.647,41.51,36.173,44.814,40.398,42.772,44.182,37.506,34.843,25.285,25.617,22.86,18.555,24.501,29.082,27.736,15.615,27.5,25.754,28.571,30.075,18.651,29.836,23.938,30.551,34.242,28.687,31.23,40.249,27.518,32.322,29.371,29.808,40.003,23.224,21.438,36.895,31.652,40.169,36.645,45.297,34.923,32.361,14.584,17.996,28.597,32.266,33.845,36.227,31.361,26.556
24.017,29.654,34.628,39.666,26.508,28.953,33.909,21.925,27.924,35.532,22.622,19.797,31.414,37.524,27.586,20.412,27.021,27.391,31.288,35.835,25.451,35.338,39.254,45.637,56.094,37.151,39.386,32.964,37.595,40.486,30.223,31.884,31.367,35.856,28.416,32.167,32.14,35.712,32.985,29.948,29.01,48.697,67.064,84.511,73.718,83.95,119.53,116.55,146.69,120.56,131.44,119.03,127.39,117.94,98.041,83.929,64.651,44.712,21.162,25.832,18.317,20.478,31.429,49.756,22.962,35.721,26.144,28.885,39.245,47.778,23.737,19.318,24.439,34.111,28.701,27.306,17.967,36.083,29.239,43.038,35.618,21.544,32.175,41.818,37.683,31.679,27.128,32.159,31.688,32.049,38.541,35.503,25.852,28.917,35.49,30.504,35.99,30.259,25.514,28.148,24.683,22.228,23.511,22.769,17.76,28.841,27.931,35.122,19.888,30.395,35.276
18.284,27.736,34.025,32.052,40.036,23.588,22.79,20.587,27.752,34.804,29.414,27.894,32.86,41.666,32.026,26.784,24.02,34.787,33.521,33.109,34.221,38.194,46.682,35.145,29.59,30.953,28.477,34.657,25.908,40.939,25.818,23.195,23.776,29.701,31.699,36.962,24.798,26.096,42.498,66.949,117.99,89.31,105.91,172.21,248.78,340.06,300.63,515.66,519.19,441.73,591.84,490.12,495.32,400.82,386.3,266.37,182.77,177.65,118.53,107.35,78.503,28.027,38.95,51.766,36.042,34.122,32.46,20.397,29.313,37.545,28.456,36.163,19.55,23.198,31.764,32.881,32.385,25.363,20.625,23.461,27.437,29.275,22.954,27.41,36.742,31.581,20.07,22.521,26.732,32.309,32.038,20.993,25.023,26.408,38.923,23.271,24.446,30.091,25.571,25.373,20.198,29.464,39.003,29.307,24.362,23.888,30.784,38.306,26.522,25.837,24.907
26.702,28.543,34.312,25.622,36.149,21.253,29.577,27.284,34.715,32.512,23.321,25.207,48.076,38.834,24.685,37.888,29.568,19.892,33.252,24.42,25.38,33.861,38.757,21.26,17.657,12.299,21.773,32.321,23.897,35.013,34.827,27.502,33.486,30.094,30.184,40.269,87.685,129.2,107.68,168.91,321.33,426.07,585.94,739.21,927.39,1020.5,911.06,975.49,733.06,731.77,758.58,693.28,594.71,499.94,501.01,490.11,331.4,335.21,259.51,185.51,201.34,155.95,109.56,42.65,19.556,27.251,29.003,28.809,31.816,32.318,42.025,33.992,35.393,48.439,38.317,37.947,29.287,17.142,24.939,23.076,24.732,28.534,33.897,39.046,44.905,32.94,29.126,29.919,29.242,36.74,18.505,25.655,30.285,33.536,50.318,31.479,33.827,27.01,26.636,31.61,18.889,36.82,31.037,26.715,30.016,37.357,29.285,36.282,32.616,27.764,23.951
